0	DrugBank:DB00997
1	DOID:363
2	DrugBank:DB00206
3	DOID:10763
4	DrugBank:DB00960
5	DrugBank:DB00665
6	DOID:10283
7	DrugBank:DB00290
8	DOID:2998
9	DrugBank:DB01232
10	DOID:635
11	DrugBank:DB00555
12	DOID:1826
13	DrugBank:DB00444
14	DOID:2531
15	DrugBank:DB00860
16	DOID:4481
17	DrugBank:DB00635
18	DrugBank:DB00985
19	DrugBank:DB00808
20	DrugBank:DB01244
21	DrugBank:DB00888
22	DrugBank:DB00591
23	DOID:3310
24	DrugBank:DB00530
25	DOID:1324
26	DrugBank:DB00191
27	DOID:9970
28	DrugBank:DB00620
29	DOID:8577
30	DrugBank:DB00853
31	DOID:3070
32	DrugBank:DB00654
33	DOID:1686
34	DrugBank:DB00783
35	DrugBank:DB08881
36	DOID:4159
37	DrugBank:DB00563
38	DOID:9074
39	DrugBank:DB00741
40	DrugBank:DB00773
41	DOID:1192
42	DrugBank:DB00993
43	DOID:418
44	DrugBank:DB01275
45	DrugBank:DB01101
46	DOID:10534
47	DrugBank:DB00401
48	DrugBank:DB00222
49	DOID:9352
50	DOID:1909
51	DrugBank:DB01280
52	DrugBank:DB00455
53	DOID:3083
54	DrugBank:DB00244
55	DrugBank:DB00250
56	DOID:12365
57	DrugBank:DB01023
58	DrugBank:DB01047
59	DOID:2841
60	DrugBank:DB00541
61	DrugBank:DB00443
62	DrugBank:DB01234
63	DOID:9008
64	DrugBank:DB00688
65	DrugBank:DB00491
66	DrugBank:DB00570
67	DrugBank:DB00441
68	DOID:1793
69	DrugBank:DB00661
70	DOID:6364
71	DrugBank:DB00205
72	DrugBank:DB00959
73	DOID:7147
74	DrugBank:DB00544
75	DrugBank:DB01068
76	DOID:263
77	DrugBank:DB00488
78	DOID:2394
79	DrugBank:DB00970
80	DrugBank:DB00177
81	DOID:3393
82	DOID:184
83	DrugBank:DB00215
84	DOID:0050741
85	DrugBank:DB01394
86	DOID:13189
87	DrugBank:DB01320
88	DrugBank:DB01181
89	DrugBank:DB01057
90	DrugBank:DB00338
91	DOID:9206
92	DrugBank:DB00501
93	DOID:2377
94	DrugBank:DB00795
95	DrugBank:DB01075
96	DrugBank:DB00261
97	DrugBank:DB00091
98	DrugBank:DB00763
99	DOID:12361
100	DrugBank:DB01098
101	DrugBank:DB01197
102	DOID:4045
103	DrugBank:DB00399
104	DOID:11476
105	DrugBank:DB01029
106	DrugBank:DB00631
107	DrugBank:DB00521
108	DrugBank:DB01170
109	DrugBank:DB00291
110	DOID:1612
111	DrugBank:DB00642
112	DrugBank:DB00641
113	DrugBank:DB00178
114	DOID:9744
115	DrugBank:DB00169
116	DrugBank:DB01204
117	DrugBank:DB01045
118	DOID:1024
119	DOID:219
120	DrugBank:DB01202
121	DrugBank:DB08877
122	DrugBank:DB01120
123	DrugBank:DB00523
124	DrugBank:DB00851
125	DrugBank:DB00270
126	DrugBank:DB00226
127	DrugBank:DB08828
128	DrugBank:DB00982
129	DrugBank:DB00937
130	DrugBank:DB01177
131	DrugBank:DB00492
132	DOID:8893
133	DrugBank:DB00651
134	DrugBank:DB00305
135	DOID:11054
136	DrugBank:DB00762
137	DrugBank:DB00515
138	DOID:2994
139	DrugBank:DB00973
140	DOID:1936
141	DrugBank:DB01410
142	DrugBank:DB00224
143	DrugBank:DB00864
144	DrugBank:DB00775
145	DrugBank:DB00352
146	DrugBank:DB00445
147	DrugBank:DB08868
148	DrugBank:DB00876
149	DrugBank:DB01583
150	DOID:1459
151	DOID:1115
152	DrugBank:DB08816
153	DrugBank:DB00398
154	DOID:1781
155	DOID:7148
156	DrugBank:DB00764
157	DrugBank:DB01248
158	DrugBank:DB00964
159	DrugBank:DB00553
160	DrugBank:DB01260
161	DrugBank:DB00279
162	DrugBank:DB00649
163	DrugBank:DB00630
164	DOID:5408
165	DrugBank:DB00958
166	DrugBank:DB01273
167	DOID:0050742
168	DrugBank:DB01005
169	DOID:11934
170	DrugBank:DB00328
171	DrugBank:DB08871
172	DrugBank:DB00331
173	DrugBank:DB00691
174	DrugBank:DB00286
175	DrugBank:DB00242
176	DrugBank:DB00884
177	DOID:1319
178	DrugBank:DB04572
179	DrugBank:DB00755
180	DOID:11612
181	DrugBank:DB01077
182	DrugBank:DB01274
183	DrugBank:DB01008
184	DrugBank:DB00385
185	DrugBank:DB00869
186	DrugBank:DB00195
187	DOID:3571
188	DrugBank:DB00819
189	DOID:2174
190	DrugBank:DB00905
191	DrugBank:DB00880
192	DrugBank:DB00695
193	DOID:12930
194	DrugBank:DB08860
195	DrugBank:DB00900
196	DrugBank:DB00678
197	DrugBank:DB00394
198	DrugBank:DB00550
199	DrugBank:DB00655
200	DrugBank:DB00736
201	DrugBank:DB00341
202	DrugBank:DB01042
203	DrugBank:DB01261
204	DrugBank:DB01014
205	DOID:8778
206	DrugBank:DB00262
207	DrugBank:DB00396
208	DrugBank:DB00361
209	DrugBank:DB00710
210	DOID:14221
211	DrugBank:DB00421
212	DrugBank:DB00718
213	DOID:2043
214	DrugBank:DB00966
215	DrugBank:DB01131
216	DrugBank:DB00227
217	DrugBank:DB00273
218	DrugBank:DB00322
219	DrugBank:DB00839
220	DrugBank:DB01124
221	DOID:0060073
222	DrugBank:DB00949
223	DrugBank:DB00313
224	DrugBank:DB00672
225	DrugBank:DB00373
226	DrugBank:DB01590
227	DrugBank:DB00471
228	DrugBank:DB01013
229	DrugBank:DB01064
230	DrugBank:DB01162
231	DrugBank:DB00977
232	DrugBank:DB00882
233	DOID:14227
234	DrugBank:DB01229
235	DrugBank:DB00716
236	DrugBank:DB01041
237	DrugBank:DB00675
238	DrugBank:DB01200
239	DrugBank:DB00484
240	DrugBank:DB01132
241	DrugBank:DB08865
242	DrugBank:DB00659
243	DrugBank:DB00277
244	DrugBank:DB01168
245	DOID:5041
246	DrugBank:DB01586
247	DOID:12236
248	DrugBank:DB00995
249	DrugBank:DB01115
250	DrugBank:DB01203
251	DrugBank:DB01259
252	DrugBank:DB01409
253	DrugBank:DB01222
254	DrugBank:DB05812
255	DrugBank:DB00701
256	DrugBank:DB00709
257	DrugBank:DB01656
258	DrugBank:DB06777
259	DrugBank:DB00622
260	DrugBank:DB01136
